country,state,city,year,month,ev_registrations,bev_registrations,phev_registrations,charging_stations,charging_points,ev_per_station,station_density,coverage_gap,demand_score,priority_score,monthly_growth_pct,yoy_growth_pct,ev_market_share_pct,bev_share_pct,population,population_density,infra_status,city_tier
Netherlands,South Holland,Leiden,2024,4,37.0,27,10,568.0,2153,18.57,4.544,0.0,9.5,8.636,2.78,-2.63,9.2,79.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2024,5,41.0,34,7,568.0,2153,18.57,4.544,0.0,12.712,11.848,10.81,7.89,9.2,79.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2024,6,31.0,25,6,568.0,2153,18.57,4.544,0.0,8.388,7.524,-24.39,-6.06,9.2,79.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2024,7,40.0,29,11,568.0,2153,18.57,4.544,0.0,20.0,19.136,29.03,11.11,9.2,79.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2024,8,34.0,27,7,568.0,2153,18.57,4.544,0.0,8.388,7.524,-15.0,-5.56,9.2,79.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2024,9,36.0,28,8,568.0,2153,18.57,4.544,0.0,10.74,9.876,5.88,-14.29,9.2,79.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2024,10,40.0,30,10,568.0,2153,18.57,4.544,0.0,12.832,11.968,11.11,8.11,9.2,79.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2024,11,34.0,25,9,568.0,2153,18.57,4.544,0.0,8.388,7.524,-15.0,-5.56,9.2,79.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2024,12,44.0,36,8,568.0,2153,18.57,4.544,0.0,20.152,19.288,29.41,10.0,9.2,79.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2025,1,45.0,34,11,721.0,2606,19.84,5.768,0.0,9.804,8.94,2.27,55.17,11.2,82.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2025,2,40.0,32,8,721.0,2606,19.84,5.768,0.0,8.896,8.032,-11.11,29.03,11.2,82.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2025,3,51.0,43,8,721.0,2606,19.84,5.768,0.0,19.896,19.032,27.5,41.67,11.2,82.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2025,4,48.0,37,11,721.0,2606,19.84,5.768,0.0,8.896,8.032,-5.88,29.73,11.2,82.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2025,5,50.0,41,9,721.0,2606,19.84,5.768,0.0,10.564,9.7,4.17,21.95,11.2,82.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2025,6,47.0,39,8,721.0,2606,19.84,5.768,0.0,8.896,8.032,-6.0,51.61,11.2,82.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2025,7,40.0,33,7,721.0,2606,19.84,5.768,0.0,8.896,8.032,-14.89,0.0,11.2,82.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2025,8,48.0,39,9,721.0,2606,19.84,5.768,0.0,16.896,16.032,20.0,41.18,11.2,82.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2025,9,54.0,42,12,721.0,2606,19.84,5.768,0.0,13.896,13.032,12.5,50.0,11.2,82.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2025,10,46.0,36,10,721.0,2606,19.84,5.768,0.0,8.896,8.032,-14.81,15.0,11.2,82.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2025,11,51.0,41,10,721.0,2606,19.84,5.768,0.0,13.244,12.38,10.87,50.0,11.2,82.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Leiden,2025,12,54.0,41,13,246.0,2606,19.84,5.768,0.0,11.248,10.384,5.88,22.73,11.2,82.0,125000.0,4800,Adequate,Tier 2
Netherlands,South Holland,Rotterdam,2021,1,95.0,68,27,1721.0,6448,19.34,2.62847,0.0,9.775,9.196,3.49,18.97,4.4,70.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2021,2,107.0,79,28,1721.0,6448,19.34,2.62847,0.0,13.431,12.852,12.63,15.77,4.4,70.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2021,3,108.0,73,35,1721.0,6448,19.34,2.62847,0.0,8.751,8.172,0.93,16.51,4.4,70.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2021,4,113.0,77,36,1721.0,6448,19.34,2.62847,0.0,10.231,9.652,4.63,16.44,4.4,70.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2021,5,125.0,92,33,1721.0,6448,19.34,2.62847,0.0,12.627,12.048,10.62,25.21,4.4,70.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2021,6,122.0,85,37,1721.0,6448,19.34,2.62847,0.0,8.379,7.8,-2.4,15.85,4.4,70.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2021,8,114.0,82,32,1721.0,6448,19.34,2.62847,0.0,8.379,7.8,-8.8,25.03,4.4,70.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2021,9,29.0,94,44,1721.0,6448,19.34,2.62847,0.0,16.799,16.22,21.05,23.62,4.4,70.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2021,10,133.0,93,40,1721.0,6448,19.34,2.62847,0.0,200.0,7.8,-3.62,23.19,4.4,70.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2021,11,106.0,73,33,1721.0,6448,19.34,2.62847,0.0,8.379,7.8,-20.3,22.08,4.4,70.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2021,12,114.0,76,38,1721.0,6448,19.34,2.62847,0.0,11.399,10.82,7.55,21.99,4.4,70.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2022,1,152.0,110,42,2847.0,10518,18.97,4.3482,0.0,21.563,20.984,33.33,60.0,5.9,73.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2022,2,187.0,129,58,2847.0,10518,18.97,4.3482,0.0,17.443,16.864,23.03,74.77,5.9,73.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2022,3,202.0,153,49,2847.0,10518,18.97,4.3482,0.0,11.439,10.86,8.02,87.04,5.9,73.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2022,4,213.0,162,51,2847.0,10518,18.97,4.3482,0.0,19.416,9.832,5.45,88.5,5.9,73.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2022,5,191.0,132,59,2847.0,10518,18.97,4.3482,0.0,8.231,7.652,-10.33,52.8,5.9,73.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2022,6,166.0,122,44,2847.0,10518,18.97,4.3482,0.0,8.231,7.652,-13.09,36.07,5.9,73.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2022,7,177.0,129,48,2847.0,10518,18.97,4.3482,0.0,10.883,10.304,6.63,41.6,5.9,73.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2022,8,175.0,135,40,2847.0,10518,18.97,4.3482,0.0,8.231,7.652,-1.13,53.51,5.9,73.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2022,9,179.0,129,50,2847.0,10518,18.97,4.3482,0.0,9.147,8.568,2.29,29.71,5.9,73.0,233839.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2022,10,175.0,120,55,2847.0,10518,18.97,4.3482,0.0,8.231,7.652,-2.23,31.58,5.9,73.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2022,11,182.0,133,49,2847.0,10518,18.97,4.3482,0.0,9.831,9.252,4.0,71.7,5.9,73.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2022,12,214.0,159,55,2847.0,10518,18.97,4.3482,0.0,15.263,14.684,17.58,87.72,5.9,73.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2023,1,179.0,135,44,4873.0,13782,13.28,7.44249,0.0,5.955,5.376,-16.36,17.76,7.4,76.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2023,2,184.0,140,44,4873.0,13782,13.28,7.44249,0.0,7.071,6.492,2.79,-1.6,7.4,76.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2023,3,251.0,196,55,4873.0,13782,13.28,7.44249,0.0,20.519,19.94,36.41,24.26,7.4,76.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2023,4,213.0,154,59,4873.0,13782,13.28,7.44249,0.0,5.955,5.376,-15.14,0.0,7.4,76.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2023,5,224.0,160,64,4873.0,13782,13.28,7.44249,0.0,8.019,7.44,5.16,17.28,7.4,76.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2023,6,224.0,172,52,4873.0,13782,13.28,7.44249,0.0,5.955,5.376,0.0,34.94,7.4,76.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2023,7,242.0,180,62,4873.0,13782,13.28,7.44249,0.0,9.171,8.592,8.04,36.72,7.4,76.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2023,8,232.0,169,63,4873.0,13782,13.28,7.44249,0.0,5.955,5.376,-4.13,32.57,7.4,76.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2023,9,260.0,195,65,4873.0,13782,13.28,7.44249,0.0,10.783,10.204,12.07,45.25,7.4,76.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2023,10,250.0,185,65,4873.0,13782,13.28,7.44249,0.0,5.955,5.376,-3.85,42.86,7.4,76.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2023,11,230.0,181,49,4873.0,13782,13.28,7.44249,0.0,5.955,5.376,-8.0,26.37,7.4,76.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2023,12,210.0,165,45,4873.0,13782,13.28,7.44249,0.0,5.955,5.376,-8.7,-1.87,7.4,76.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2024,1,247.0,199,48,5393.0,14458,14.47,8.23668,0.0,13.479,12.9,17.62,37.99,9.2,79.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2024,2,199.0,158,41,5393.0,14458,14.47,8.23668,0.0,6.431,5.852,-19.43,8.15,9.2,79.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2024,3,354.0,288,66,5393.0,14458,14.47,8.23668,0.0,37.587,37.008,77.89,41.04,9.2,79.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2024,4,259.0,200,59,5393.0,14458,14.47,8.23668,0.0,6.431,5.852,-26.84,21.6,9.2,79.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2024,5,293.0,224,69,5393.0,14458,14.47,8.23668,0.0,11.683,11.104,13.13,30.8,9.2,79.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2024,6,282.0,218,64,5393.0,14458,14.47,8.23668,0.0,6.431,5.852,-3.75,25.89,9.2,79.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2024,7,241.0,199,42,5393.0,14458,14.47,8.23668,0.0,6.431,5.852,-14.54,-0.41,9.2,79.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2024,8,275.0,207,68,5393.0,14458,14.47,8.23668,0.0,12.075,11.496,14.11,18.53,9.2,79.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2024,9,298.0,242,56,5393.0,14458,14.47,8.23668,0.0,9.775,9.196,8.36,14.62,9.2,79.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2024,10,278.0,221,57,5393.0,14458,14.47,8.23668,0.0,6.431,5.852,-6.71,11.2,9.2,79.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2024,11,251.0,210,41,5393.0,14458,14.47,8.23668,0.0,6.431,5.852,-9.71,9.13,9.2,79.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2024,12,313.0,255,58,5393.0,14458,14.47,8.23668,0.0,16.311,15.732,24.7,49.05,9.2,79.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2025,1,245.0,200,45,5117.0,16020,17.05,7.81515,0.0,7.463,6.884,-21.73,-0.81,11.2,82.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2025,2,235.0,186,49,5117.0,16020,17.05,7.81515,0.0,7.463,6.884,-4.08,18.09,11.2,82.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2025,3,362.0,310,52,5117.0,16020,17.05,7.81515,0.0,29.079,28.5,54.04,2.26,11.2,82.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2025,4,324.0,249,75,5117.0,16020,17.05,7.81515,0.0,7.463,6.884,-10.5,25.1,11.2,82.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2025,5,280.0,215,65,5117.0,16020,17.05,7.81515,0.0,7.463,6.884,-13.58,-4.44,11.2,82.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2025,6,256.0,208,48,5117.0,16020,17.05,7.81515,0.0,7.463,6.884,-8.57,-9.22,11.2,82.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2025,7,243.0,190,53,5117.0,16020,17.05,7.81515,0.0,7.463,6.884,-5.08,0.83,11.2,82.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2025,8,263.0,212,51,5117.0,16020,17.05,7.81515,0.0,10.755,10.176,8.23,-4.36,11.2,82.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2025,9,308.0,264,44,5117.0,16020,17.05,7.81515,0.0,14.307,13.728,17.11,3.36,11.2,82.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2025,10,283.0,222,61,5117.0,16020,17.05,7.81515,0.0,7.463,6.884,-8.12,1.8,11.2,82.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2025,11,293.0,241,52,5117.0,16020,17.05,7.81515,0.0,8.875,8.296,3.53,16.73,11.2,82.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,Rotterdam,2025,12,313.0,251,62,5117.0,16020,17.05,7.81515,0.0,10.195,9.616,6.83,0.0,11.2,82.0,654754.0,3215,Adequate,Tier 1
Netherlands,South Holland,The Hague,2021,1,89.0,59,30,2521.0,6336,12.38,4.55145,0.0,8.061,6.923,4.61,23.13,4.4,70.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2021,2,103.0,68,35,2521.0,6336,12.38,4.55145,0.0,12.509,11.371,15.73,17.07,4.4,70.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2021,3,111.0,75,36,2521.0,6336,12.38,4.55145,0.0,9.325,8.187,7.77,17.69,4.4,70.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2021,4,108.0,75,33,2521.0,6336,12.38,4.55145,0.0,6.217,5.079,-2.7,14.88,4.4,70.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2021,5,105.0,76,29,2521.0,6336,12.38,4.55145,0.0,6.217,5.079,-2.78,24.81,4.4,70.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2021,6,110.0,80,30,2521.0,6336,12.38,4.55145,0.0,8.121,6.983,4.76,25.06,4.4,70.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2021,7,102.0,75,27,2521.0,6336,12.38,4.55145,0.0,6.217,5.079,-7.27,23.56,4.4,70.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2021,8,96.0,65,31,2521.0,6336,12.38,4.55145,0.0,6.217,5.079,-5.88,16.23,4.4,70.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2021,9,125.0,86,39,2521.0,6336,12.38,4.55145,0.0,18.301,17.163,30.21,18.69,4.4,70.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2021,10,113.0,83,30,2521.0,6336,12.38,4.55145,0.0,6.217,5.079,-9.6,15.86,4.4,70.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2021,11,124.0,90,34,2521.0,6336,12.38,4.55145,0.0,10.109,8.971,9.73,22.25,4.4,70.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2021,12,119.0,82,37,2521.0,6336,12.38,4.55145,0.0,6.217,5.079,-4.03,22.29,4.4,70.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2022,1,138.0,106,32,4165.0,9506,10.74,7.51956,0.0,11.949,10.811,15.97,55.06,5.9,73.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2022,2,159.0,118,41,4165.0,9506,10.74,7.51956,0.0,11.649,10.511,15.22,54.37,5.9,73.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2022,3,178.0,131,47,4165.0,9506,10.74,7.51956,0.0,10.341,9.203,11.95,60.36,5.9,73.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2022,4,140.0,97,43,4165.0,9506,10.74,7.51956,0.0,5.561,4.423,-21.35,29.63,5.9,73.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2022,5,141.0,105,36,4165.0,9506,10.74,7.51956,0.0,5.845,4.707,0.71,34.29,5.9,73.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2022,6,137.0,104,33,4165.0,9506,10.74,7.51956,0.0,5.561,4.423,-2.84,24.55,5.9,73.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2022,7,131.0,95,36,4165.0,9506,10.74,7.51956,0.0,5.561,4.423,-4.38,28.43,5.9,73.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2022,8,143.0,101,42,4165.0,9506,10.74,7.51956,0.0,9.225,8.087,9.16,48.96,5.9,73.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2022,9,173.0,130,43,4165.0,9506,10.74,7.51956,0.0,13.953,12.815,20.98,38.4,5.9,73.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2022,10,166.0,118,48,4165.0,9506,10.74,7.51956,0.0,5.561,4.423,-4.05,46.9,5.9,73.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2022,11,175.0,133,42,4165.0,9506,10.74,7.51956,0.0,7.729,6.591,5.42,41.13,5.9,73.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2022,12,178.0,124,54,4165.0,9506,10.74,7.51956,0.0,6.245,5.107,1.71,49.58,5.9,73.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2023,1,137.0,109,28,3575.0,11216,14.25,6.45436,0.0,6.965,5.827,-23.03,-0.72,7.4,76.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2023,2,146.0,114,32,3575.0,11216,14.25,6.45436,0.0,9.593,8.455,6.57,-8.18,7.4,76.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2023,3,197.0,153,44,3575.0,11216,14.25,6.45436,0.0,20.937,19.799,34.93,10.67,7.4,76.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2023,4,185.0,133,52,3575.0,11216,14.25,6.45436,0.0,6.965,5.827,-6.09,32.14,7.4,76.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2023,5,152.0,118,34,3575.0,11216,14.25,6.45436,0.0,6.965,5.827,-17.84,7.8,7.4,76.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2023,6,177.0,129,48,3575.0,11216,14.25,6.45436,0.0,13.545,12.407,16.45,29.2,7.4,76.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2023,7,156.0,115,41,3575.0,11216,14.25,6.45436,0.0,6.965,5.827,-11.86,19.08,7.4,76.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2023,8,188.0,147,41,3575.0,11216,14.25,6.45436,0.0,19.416,14.031,20.51,31.47,7.4,76.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2023,9,180.0,144,36,3575.0,11216,14.25,6.45436,0.0,6.965,5.827,-4.26,4.05,7.4,76.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2023,10,197.0,144,53,3575.0,11216,14.25,6.45436,0.0,10.741,9.603,9.44,18.67,7.4,76.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2023,11,177.0,136,41,3575.0,11216,14.25,6.45436,0.0,6.965,5.827,-10.15,1.14,7.4,76.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2023,12,187.0,148,39,3575.0,11216,14.25,6.45436,0.0,9.225,8.087,5.65,5.06,7.4,76.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2024,1,170.0,135,35,3424.0,11194,16.63,6.18174,0.0,19.416,6.779,-9.09,24.09,9.2,79.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2024,2,181.0,137,44,3424.0,11194,16.63,6.18174,0.0,10.505,9.367,6.47,23.97,9.2,79.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2024,3,215.0,169,46,3424.0,11194,16.63,6.18174,0.0,15.429,14.291,18.78,9.14,9.2,79.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2024,4,199.0,163,36,3424.0,11194,16.63,6.18174,0.0,7.917,6.779,-7.44,7.57,9.2,79.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2024,5,198.0,152,46,3424.0,11194,16.63,6.18174,0.0,7.917,6.779,-0.5,30.26,9.2,79.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2024,6,190.0,152,38,3424.0,11194,16.63,6.18174,0.0,7.917,6.779,-4.04,7.34,9.2,79.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2024,7,181.0,149,32,3424.0,11194,16.63,6.18174,0.0,7.917,6.779,-4.74,16.03,9.2,79.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2024,8,199.0,160,39,3424.0,11194,16.63,6.18174,0.0,11.893,10.755,9.94,5.85,9.2,79.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2024,9,218.0,169,49,3424.0,11194,16.63,6.18174,0.0,11.737,10.599,9.55,21.11,9.2,79.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2024,10,216.0,167,49,3424.0,11194,16.63,6.18174,0.0,7.917,6.779,-0.92,9.64,9.2,79.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2024,11,218.0,172,46,3424.0,11194,16.63,6.18174,0.0,8.289,7.151,0.93,23.16,9.2,79.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2024,12,242.0,187,55,3424.0,11194,16.63,6.18174,0.0,12.321,11.183,11.01,29.41,9.2,79.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2025,1,257.0,205,52,5222.0,15047,15.28,9.42788,0.0,9.857,8.719,6.2,51.18,11.2,82.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2025,2,280.0,231,49,5222.0,15047,15.28,9.42788,0.0,10.957,9.819,8.95,54.7,11.2,82.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2025,3,299.0,258,41,5222.0,15047,15.28,9.42788,0.0,10.093,8.955,6.79,39.07,11.2,82.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2025,4,241.0,192,49,5222.0,15047,15.28,9.42788,0.0,7.377,6.239,-19.4,21.11,11.2,82.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2025,5,291.0,230,61,5222.0,15047,15.28,9.42788,0.0,15.677,14.539,20.75,46.97,11.2,82.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2025,6,291.0,239,52,5222.0,15047,15.28,9.42788,0.0,7.377,6.239,0.0,53.16,11.2,82.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2025,7,295.0,247,48,5222.0,15047,15.28,9.42788,0.0,7.925,6.787,1.37,62.98,11.2,82.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2025,8,241.0,205,36,5222.0,15047,15.28,9.42788,0.0,7.377,6.239,-18.31,21.11,11.2,82.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2025,9,340.0,295,45,5222.0,15047,15.28,9.42788,0.0,23.809,22.671,41.08,55.96,11.2,82.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2025,10,284.0,231,53,5222.0,15047,15.28,9.42788,0.0,7.377,6.239,-16.47,31.48,11.2,82.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2025,11,261.0,213,48,5222.0,15047,15.28,9.42788,0.0,7.377,6.239,-8.1,19.72,11.2,82.0,553889.0,6326,Adequate,Tier 1
Netherlands,South Holland,The Hague,2025,12,729.0,248,42,5222.0,15047,15.28,9.42788,0.0,11.821,10.683,11.11,19.83,11.2,82.0,553889.0,6326,Adequate,Tier 1
Netherlands,Utrecht,Amersfoort,2021,1,18.0,13,5,435.0,1377,15.18,2.75316,0.0,7.14,6.794,1.71,24.93,4.4,70.0,158000.0,1921,Adequate,Tier 2
Netherlands,Utrecht,Amersfoort,2021,2,19.0,13,6,435.0,1377,15.18,2.75316,0.0,8.68,8.334,5.56,22.74,4.4,70.0,158000.0,1921,Adequate,Tier 2
Netherlands,Utrecht,Amersfoort,2021,3,26.0,18,8,435.0,1377,15.18,2.75316,0.0,21.192,20.846,36.84,19.61,4.4,70.0,158000.0,1921,Adequate,Tier 2
Netherlands,Utrecht,Amersfoort,2021,4,22.0,15,7,435.0,1377,15.18,2.75316,0.0,6.456,6.11,-15.38,14.53,4.4,70.0,158000.0,1921,Adequate,Tier 2
Netherlands,Utrecht,Amersfoort,2021,5,23.0,16,7,435.0,1377,15.18,2.75316,0.0,8.276,7.93,4.55,18.26,4.4,70.0,158000.0,1921,Adequate,Tier 2
Netherlands,Utrecht,Amersfoort,2021,6,21.0,15,6,435.0,1377,15.18,2.75316,0.0,6.456,6.11,-8.7,21.27,4.4,70.0,158000.0,1921,Adequate,Tier 2
Netherlands,Utrecht,Amersfoort,2021,7,24.0,15,9,435.0,1377,15.18,2.75316,0.0,12.172,11.826,14.29,18.3,4.4,70.0,158000.0,1921,Adequate,Tier 2
